date,open,high,low,close,volume,number of trades,Storj STORJ,sentiment
2018-04-02 06:00:00,0.00009160,0.00009180,0.00009084,0.00009111,12965.00000000,46,27.0,0.0
2018-04-02 07:00:00,0.00009111,0.00009387,0.00009111,0.00009113,30868.00000000,193,36.0,0.0
2018-04-02 08:00:00,0.00009181,0.00009216,0.00009059,0.00009216,4574.00000000,58,24.0,0.0
2018-04-02 09:00:00,0.00009216,0.00009305,0.00009122,0.00009239,1638.00000000,17,25.0,0.0
2018-04-02 10:00:00,0.00009238,0.00013789,0.00009181,0.00012837,1227180.00000000,7698,59.0,0.5
2018-04-02 11:00:00,0.00012838,0.00013200,0.00011296,0.00011871,962697.00000000,5708,100.0,0.0
2018-04-02 12:00:00,0.00011875,0.00012688,0.00011387,0.00012246,343670.00000000,2493,93.0,1.0
2018-04-02 13:00:00,0.00012200,0.00012393,0.00011514,0.00011569,300493.00000000,1914,77.0,0.05902777777777777
2018-04-02 14:00:00,0.00011568,0.00011622,0.00011260,0.00011389,206573.00000000,1094,43.0,0.13392857142857142
2018-04-02 15:00:00,0.00011390,0.00011470,0.00010876,0.00010966,150357.00000000,1106,43.0,0.0
2018-04-02 16:00:00,0.00011013,0.00011353,0.00010760,0.00010859,237297.00000000,1369,51.0,-0.15555555555555559
2018-04-02 17:00:00,0.00010860,0.00010914,0.00010700,0.00010785,81620.00000000,586,44.0,0.0
2018-04-02 18:00:00,0.00010795,0.00011357,0.00010785,0.00011141,222272.00000000,1403,64.0,0.0
2018-04-02 19:00:00,0.00011140,0.00011140,0.00010859,0.00010930,99763.00000000,554,50.0,0.0
2018-04-02 20:00:00,0.00010937,0.00010940,0.00010760,0.00010805,36885.00000000,260,48.0,0.06818181818181818
2018-04-02 21:00:00,0.00010801,0.00011000,0.00010750,0.00010926,106302.00000000,452,54.0,0.0
2018-04-02 22:00:00,0.00010928,0.00012455,0.00010841,0.00011658,780887.00000000,4214,85.0,0.09
2018-04-02 23:00:00,0.00011660,0.00011890,0.00011189,0.00011474,237708.00000000,1572,91.0,0.0
2018-04-03 00:00:00,0.00011542,0.00011545,0.00010610,0.00010650,407881.00000000,2565,34.0,0.0
2018-04-03 01:00:00,0.00010658,0.00010780,0.00010285,0.00010446,206379.00000000,1394,26.0,0.0
2018-04-03 02:00:00,0.00010452,0.00010700,0.00010370,0.00010419,145904.00000000,649,45.0,0.0
2018-04-03 03:00:00,0.00010419,0.00010791,0.00010333,0.00010621,143858.00000000,1088,35.0,0.0
2018-04-03 04:00:00,0.00010626,0.00011384,0.00010588,0.00010778,430760.00000000,3039,32.0,0.14712301587301588
2018-04-03 05:00:00,0.00010778,0.00010881,0.00010480,0.00010754,139736.00000000,895,37.0,0.0
2018-04-03 06:00:00,0.00010787,0.00012499,0.00010730,0.00011697,751651.00000000,5962,56.0,0.022222222222222223
2018-04-03 07:00:00,0.00011692,0.00012067,0.00011500,0.00011612,131865.00000000,993,46.0,0.0
2018-04-03 08:00:00,0.00011584,0.00011610,0.00011124,0.00011247,300608.00000000,1758,39.0,0.0
2018-04-03 09:00:00,0.00011247,0.00011356,0.00011060,0.00011200,62205.00000000,464,29.0,0.0
2018-04-03 10:00:00,0.00011209,0.00011336,0.00010879,0.00011001,76501.00000000,745,26.0,0.0
2018-04-03 11:00:00,0.00011010,0.00011356,0.00010691,0.00011148,180463.00000000,1465,30.0,0.0
2018-04-03 12:00:00,0.00011107,0.00011147,0.00010906,0.00011016,22665.00000000,268,31.0,0.0
2018-04-03 13:00:00,0.00010980,0.00011074,0.00010904,0.00011009,42139.00000000,242,30.0,0.0
2018-04-03 14:00:00,0.00011009,0.00011290,0.00010960,0.00011232,40571.00000000,354,29.0,0.0
2018-04-03 15:00:00,0.00011240,0.00011289,0.00011054,0.00011110,24911.00000000,223,38.0,0.0
2018-04-03 16:00:00,0.00011128,0.00011400,0.00011094,0.00011131,44360.00000000,530,21.0,0.0
2018-04-03 17:00:00,0.00011131,0.00011150,0.00010980,0.00010980,28160.00000000,190,30.0,0.0
2018-04-03 18:00:00,0.00010980,0.00011044,0.00010790,0.00010992,36338.00000000,308,31.0,0.0
2018-04-03 19:00:00,0.00011000,0.00011022,0.00010791,0.00010905,23142.00000000,255,28.0,0.32916666666666666
2018-04-03 20:00:00,0.00010905,0.00011052,0.00010820,0.00010958,13941.00000000,127,32.0,0.0
2018-04-03 21:00:00,0.00010988,0.00011071,0.00010893,0.00011013,7665.00000000,78,21.0,0.0
2018-04-03 22:00:00,0.00011013,0.00011047,0.00010870,0.00011047,15318.00000000,144,37.0,0.0
2018-04-03 23:00:00,0.00011047,0.00011354,0.00011000,0.00011287,39352.00000000,494,35.0,0.0
2018-04-04 00:00:00,0.00011282,0.00011664,0.00011090,0.00011305,92106.00000000,912,35.0,0.0
2018-04-04 01:00:00,0.00011328,0.00011950,0.00011187,0.00011199,152683.00000000,1138,16.0,0.0
2018-04-04 02:00:00,0.00011267,0.00011444,0.00011004,0.00011081,36991.00000000,317,31.0,0.0
2018-04-04 03:00:00,0.00011078,0.00011471,0.00011078,0.00011454,16063.00000000,181,16.0,0.0
2018-04-04 04:00:00,0.00011382,0.00011583,0.00011296,0.00011382,28081.00000000,233,31.0,0.0
2018-04-04 05:00:00,0.00011400,0.00011405,0.00011234,0.00011234,13791.00000000,111,22.0,0.0
2018-04-04 06:00:00,0.00011235,0.00011609,0.00011208,0.00011412,45412.00000000,295,42.0,0.0
2018-04-04 07:00:00,0.00011401,0.00011581,0.00011336,0.00011401,17924.00000000,101,36.0,0.0
2018-04-04 08:00:00,0.00011391,0.00011391,0.00011127,0.00011236,10947.00000000,155,28.0,0.0
2018-04-04 09:00:00,0.00011202,0.00012900,0.00011202,0.00011852,382266.00000000,2634,32.0,0.0
2018-04-04 10:00:00,0.00011852,0.00012089,0.00011675,0.00011872,47572.00000000,948,33.0,0.0
2018-04-04 11:00:00,0.00012001,0.00012007,0.00011563,0.00011794,35021.00000000,315,32.0,0.0
2018-04-04 12:00:00,0.00011743,0.00011810,0.00011652,0.00011725,17289.00000000,199,26.0,0.0
2018-04-04 13:00:00,0.00011725,0.00012100,0.00011685,0.00012001,37722.00000000,283,26.0,0.0
2018-04-04 14:00:00,0.00012002,0.00012158,0.00011450,0.00011547,95252.00000000,800,22.0,0.0
2018-04-04 15:00:00,0.00011530,0.00011653,0.00011501,0.00011621,29325.00000000,172,28.0,0.0
2018-04-04 16:00:00,0.00011600,0.00011600,0.00011450,0.00011450,40872.00000000,144,16.0,0.0
2018-04-04 17:00:00,0.00011450,0.00011700,0.00011450,0.00011700,31012.00000000,209,25.0,0.0
2018-04-04 18:00:00,0.00011682,0.00011800,0.00011553,0.00011668,68106.00000000,435,27.0,0.0
2018-04-04 19:00:00,0.00011666,0.00012200,0.00011601,0.00011685,121692.00000000,880,37.0,0.0
2018-04-04 20:00:00,0.00011685,0.00011726,0.00011512,0.00011541,21301.00000000,314,30.0,0.0
2018-04-04 21:00:00,0.00011525,0.00011713,0.00011480,0.00011525,26078.00000000,153,27.0,0.0
2018-04-04 22:00:00,0.00011539,0.00011722,0.00011506,0.00011716,15126.00000000,157,39.0,0.0
2018-04-04 23:00:00,0.00011636,0.00012200,0.00011500,0.00012087,81277.00000000,723,18.0,0.0
2018-04-05 00:00:00,0.00012179,0.00012179,0.00011373,0.00011469,36158.00000000,379,32.0,0.0
2018-04-05 01:00:00,0.00011467,0.00011549,0.00011016,0.00011051,60786.00000000,527,19.0,0.0
2018-04-05 02:00:00,0.00011104,0.00011434,0.00011057,0.00011213,17345.00000000,246,18.0,0.0
2018-04-05 03:00:00,0.00011279,0.00011442,0.00011139,0.00011366,21064.00000000,327,16.0,0.0
2018-04-05 04:00:00,0.00011360,0.00011425,0.00011116,0.00011192,17107.00000000,202,24.0,0.0
2018-04-05 05:00:00,0.00011180,0.00011352,0.00011025,0.00011107,12672.00000000,162,14.0,0.0
2018-04-05 06:00:00,0.00011060,0.00011203,0.00010897,0.00010989,23621.00000000,245,24.0,0.0
2018-04-05 07:00:00,0.00010989,0.00011051,0.00010209,0.00010280,115178.00000000,918,26.0,0.0
2018-04-05 08:00:00,0.00010222,0.00010461,0.00010222,0.00010426,45028.00000000,528,30.0,0.0
2018-04-05 09:00:00,0.00010414,0.00010817,0.00010295,0.00010644,97160.00000000,943,25.0,0.0
2018-04-05 10:00:00,0.00010628,0.00010779,0.00010353,0.00010353,105987.00000000,485,26.0,0.0
2018-04-05 11:00:00,0.00010370,0.00010706,0.00010295,0.00010552,43743.00000000,362,35.0,0.0
2018-04-05 12:00:00,0.00010552,0.00010715,0.00010459,0.00010592,26055.00000000,224,28.0,0.0
2018-04-05 13:00:00,0.00010574,0.00010767,0.00010563,0.00010723,30733.00000000,256,20.0,0.0
2018-04-05 14:00:00,0.00010645,0.00010900,0.00010636,0.00010900,96465.00000000,537,33.0,0.0
2018-04-05 15:00:00,0.00010901,0.00011002,0.00010760,0.00010916,71151.00000000,470,32.0,0.0
2018-04-05 16:00:00,0.00010886,0.00010992,0.00010669,0.00010679,18292.00000000,132,11.0,0.0
2018-04-05 17:00:00,0.00010706,0.00010792,0.00010653,0.00010653,13421.00000000,112,16.0,0.0
2018-04-05 18:00:00,0.00010650,0.00010783,0.00010629,0.00010781,9446.00000000,93,20.0,0.0
2018-04-05 19:00:00,0.00010781,0.00010900,0.00010685,0.00010787,34573.00000000,131,23.0,0.0
2018-04-05 20:00:00,0.00010787,0.00010816,0.00010574,0.00010625,39506.00000000,311,30.0,0.0
2018-04-05 21:00:00,0.00010625,0.00010810,0.00010624,0.00010738,7149.00000000,75,21.0,0.0
2018-04-05 22:00:00,0.00010736,0.00010747,0.00010596,0.00010688,21437.00000000,144,31.0,0.0
2018-04-05 23:00:00,0.00010719,0.00010830,0.00010680,0.00010829,7262.00000000,50,24.0,0.0
2018-04-06 00:00:00,0.00010828,0.00011400,0.00010729,0.00010885,75145.00000000,1008,17.0,0.0
2018-04-06 01:00:00,0.00010892,0.00010949,0.00010795,0.00010912,12997.00000000,99,18.0,0.0
2018-04-06 02:00:00,0.00010817,0.00010817,0.00010663,0.00010706,24184.00000000,136,19.0,0.0
2018-04-06 03:00:00,0.00010715,0.00010757,0.00010616,0.00010682,18355.00000000,106,26.0,0.0
2018-04-06 04:00:00,0.00010701,0.00010701,0.00010600,0.00010681,15074.00000000,93,31.0,0.0
2018-04-06 05:00:00,0.00010683,0.00010763,0.00010599,0.00010762,30156.00000000,123,20.0,0.0
2018-04-06 06:00:00,0.00010761,0.00010762,0.00010566,0.00010566,16022.00000000,125,25.0,0.0
2018-04-06 07:00:00,0.00010566,0.00010566,0.00010270,0.00010464,34790.00000000,387,25.0,0.0
2018-04-06 08:00:00,0.00010463,0.00010463,0.00010360,0.00010411,6113.00000000,74,28.0,0.0
2018-04-06 09:00:00,0.00010412,0.00010512,0.00010323,0.00010414,11583.00000000,121,18.0,0.0
2018-04-06 10:00:00,0.00010365,0.00010520,0.00010364,0.00010443,13722.00000000,69,30.0,0.0
2018-04-06 11:00:00,0.00010433,0.00010520,0.00010425,0.00010520,5447.00000000,55,27.0,0.0
2018-04-06 12:00:00,0.00010520,0.00010601,0.00010457,0.00010512,2019.00000000,58,22.0,0.0
2018-04-06 13:00:00,0.00010512,0.00010554,0.00010468,0.00010485,3835.00000000,25,21.0,0.0
2018-04-06 14:00:00,0.00010485,0.00010574,0.00010485,0.00010540,2494.00000000,39,18.0,0.0
2018-04-06 15:00:00,0.00010540,0.00010603,0.00010540,0.00010540,8171.00000000,36,20.0,0.0
2018-04-06 16:00:00,0.00010541,0.00010592,0.00010468,0.00010531,7348.00000000,33,25.0,0.0
2018-04-06 17:00:00,0.00010479,0.00010544,0.00010456,0.00010519,2476.00000000,22,23.0,0.06818181818181818
2018-04-06 18:00:00,0.00010460,0.00010502,0.00010431,0.00010476,2465.00000000,27,23.0,0.0
2018-04-06 19:00:00,0.00010476,0.00010500,0.00010433,0.00010452,3900.00000000,32,28.0,0.0
2018-04-06 20:00:00,0.00010484,0.00010500,0.00010484,0.00010497,450.00000000,9,24.0,0.0
2018-04-06 21:00:00,0.00010455,0.00010484,0.00010332,0.00010463,20967.00000000,66,29.0,0.0
2018-04-06 22:00:00,0.00010463,0.00010463,0.00010388,0.00010463,12343.00000000,61,30.0,0.0
2018-04-06 23:00:00,0.00010463,0.00010485,0.00010406,0.00010449,4153.00000000,36,22.0,0.0
2018-04-07 00:00:00,0.00010450,0.00010571,0.00010438,0.00010496,16082.00000000,103,12.0,0.0
2018-04-07 01:00:00,0.00010466,0.00010659,0.00010410,0.00010647,16757.00000000,200,17.0,0.0
2018-04-07 02:00:00,0.00010561,0.00010648,0.00010403,0.00010445,16743.00000000,82,20.0,0.0
2018-04-07 03:00:00,0.00010450,0.00010499,0.00010401,0.00010405,7532.00000000,36,19.0,0.0
2018-04-07 04:00:00,0.00010461,0.00010493,0.00010300,0.00010481,8035.00000000,90,21.0,0.0
2018-04-07 05:00:00,0.00010416,0.00010525,0.00010385,0.00010477,3181.00000000,35,25.0,0.0
2018-04-07 06:00:00,0.00010414,0.00010895,0.00010413,0.00010803,115247.00000000,722,23.0,0.0
2018-04-07 07:00:00,0.00010830,0.00010900,0.00010700,0.00010806,27358.00000000,277,14.0,0.0
2018-04-07 08:00:00,0.00010806,0.00010898,0.00010680,0.00010895,39076.00000000,332,20.0,0.0
2018-04-07 09:00:00,0.00010886,0.00011047,0.00010810,0.00011003,81471.00000000,372,27.0,0.0
2018-04-07 10:00:00,0.00011013,0.00011321,0.00010803,0.00010803,339151.00000000,1439,19.0,0.0
2018-04-07 11:00:00,0.00010803,0.00010949,0.00010803,0.00010830,20127.00000000,163,19.0,0.0
2018-04-07 12:00:00,0.00010881,0.00010977,0.00010790,0.00010967,20475.00000000,181,20.0,0.0
2018-04-07 13:00:00,0.00010966,0.00010975,0.00010659,0.00010772,22432.00000000,181,19.0,0.0
2018-04-07 14:00:00,0.00010712,0.00010770,0.00010682,0.00010731,7488.00000000,96,19.0,0.0
2018-04-07 15:00:00,0.00010747,0.00010774,0.00010615,0.00010665,9800.00000000,77,19.0,0.0
2018-04-07 16:00:00,0.00010665,0.00010962,0.00010660,0.00010917,31348.00000000,258,16.0,0.0
2018-04-07 17:00:00,0.00010916,0.00010917,0.00010669,0.00010704,66329.00000000,216,19.0,0.0
2018-04-07 18:00:00,0.00010693,0.00010693,0.00010636,0.00010640,17018.00000000,84,20.0,0.0
2018-04-07 19:00:00,0.00010640,0.00010706,0.00010600,0.00010600,22335.00000000,118,30.0,0.0
2018-04-07 20:00:00,0.00010613,0.00010758,0.00010572,0.00010688,12269.00000000,171,19.0,0.0
2018-04-07 21:00:00,0.00010688,0.00010800,0.00010650,0.00010797,11577.00000000,132,25.0,0.0
2018-04-07 22:00:00,0.00010797,0.00010797,0.00010562,0.00010703,9443.00000000,115,22.0,0.0
2018-04-07 23:00:00,0.00010699,0.00010762,0.00010628,0.00010679,2720.00000000,33,30.0,0.0
2018-04-08 00:00:00,0.00010679,0.00010879,0.00010580,0.00010663,8579.00000000,113,22.0,0.0
2018-04-08 00:00:00,0.00010679,0.00010879,0.00010580,0.00010663,8579.00000000,113,54.0,0.0
2018-04-08 01:00:00,0.00010617,0.00010765,0.00010617,0.00010650,2981.00000000,50,50.0,0.0
2018-04-08 02:00:00,0.00010711,0.00010711,0.00010580,0.00010637,6947.00000000,45,62.0,0.0
2018-04-08 03:00:00,0.00010650,0.00010655,0.00010581,0.00010655,3479.00000000,39,48.0,0.0
2018-04-08 04:00:00,0.00010654,0.00010690,0.00010581,0.00010613,4074.00000000,49,41.0,0.0
2018-04-08 05:00:00,0.00010613,0.00010785,0.00010581,0.00010711,9659.00000000,44,100.0,0.0
2018-04-08 06:00:00,0.00010713,0.00010713,0.00010657,0.00010657,2699.00000000,29,70.0,0.0
2018-04-08 07:00:00,0.00010650,0.00010702,0.00010510,0.00010600,8294.00000000,115,41.0,0.0
2018-04-08 08:00:00,0.00010656,0.00010765,0.00010570,0.00010657,9979.00000000,82,43.0,0.0
2018-04-08 09:00:00,0.00010659,0.00010767,0.00010629,0.00010656,8128.00000000,103,89.0,0.0
2018-04-08 10:00:00,0.00010654,0.00010844,0.00010654,0.00010784,13670.00000000,179,62.0,-0.5
2018-04-08 11:00:00,0.00010783,0.00010852,0.00010783,0.00010812,26421.00000000,126,58.0,0.0
2018-04-08 12:00:00,0.00010813,0.00010893,0.00010813,0.00010813,16357.00000000,99,72.0,0.0
2018-04-08 13:00:00,0.00010814,0.00010848,0.00010750,0.00010757,11193.00000000,82,59.0,0.0
2018-04-08 14:00:00,0.00010768,0.00010812,0.00010768,0.00010811,12461.00000000,83,60.0,0.0
2018-04-08 15:00:00,0.00010811,0.00010876,0.00010736,0.00010806,11151.00000000,89,54.0,0.0
2018-04-08 16:00:00,0.00010805,0.00010805,0.00010781,0.00010785,13376.00000000,37,55.0,0.0
2018-04-08 17:00:00,0.00010782,0.00010850,0.00010728,0.00010828,28518.00000000,66,38.0,0.0
2018-04-08 18:00:00,0.00010828,0.00010868,0.00010648,0.00010726,21448.00000000,142,55.0,0.0
2018-04-08 19:00:00,0.00010722,0.00010758,0.00010629,0.00010668,10619.00000000,63,75.0,0.0
2018-04-08 20:00:00,0.00010673,0.00010757,0.00010673,0.00010715,6692.00000000,68,98.0,0.0
2018-04-08 21:00:00,0.00010736,0.00010788,0.00010611,0.00010690,17143.00000000,133,69.0,-0.15185185185185188
2018-04-08 22:00:00,0.00010742,0.00010859,0.00010680,0.00010718,9023.00000000,86,65.0,0.0
2018-04-08 23:00:00,0.00010728,0.00010782,0.00010679,0.00010701,5244.00000000,64,76.0,0.0
2018-04-09 00:00:00,0.00010702,0.00010853,0.00010676,0.00010730,5275.00000000,77,69.0,0.0
2018-04-09 01:00:00,0.00010730,0.00010888,0.00010700,0.00010811,7632.00000000,78,45.0,0.0
2018-04-09 02:00:00,0.00010782,0.00010820,0.00010713,0.00010764,10828.00000000,80,47.0,0.0
2018-04-09 03:00:00,0.00010764,0.00010832,0.00010726,0.00010828,7565.00000000,87,74.0,0.0
2018-04-09 04:00:00,0.00010811,0.00010885,0.00010668,0.00010735,15940.00000000,112,45.0,0.0
2018-04-09 05:00:00,0.00010683,0.00010761,0.00010673,0.00010730,8458.00000000,42,59.0,0.0
2018-04-09 06:00:00,0.00010730,0.00010790,0.00010640,0.00010769,12690.00000000,79,78.0,0.0
2018-04-09 07:00:00,0.00010703,0.00010737,0.00010600,0.00010702,8179.00000000,87,61.0,0.0
2018-04-09 08:00:00,0.00010665,0.00010737,0.00010619,0.00010654,6258.00000000,48,78.0,0.0
2018-04-09 09:00:00,0.00010659,0.00010714,0.00010622,0.00010691,10835.00000000,110,64.0,0.425
2018-04-09 10:00:00,0.00010680,0.00010730,0.00010501,0.00010642,16930.00000000,154,76.0,0.20357142857142854
2018-04-09 11:00:00,0.00010553,0.00010690,0.00010406,0.00010420,17656.00000000,181,51.0,0.0
2018-04-09 12:00:00,0.00010405,0.00010506,0.00010402,0.00010471,13249.00000000,104,63.0,0.0
2018-04-09 13:00:00,0.00010447,0.00010535,0.00010447,0.00010535,6915.00000000,52,66.0,0.0
2018-04-09 14:00:00,0.00010500,0.00010560,0.00010497,0.00010535,9541.00000000,75,53.0,0.0
2018-04-09 15:00:00,0.00010535,0.00010657,0.00010463,0.00010585,9878.00000000,71,59.0,0.0
2018-04-09 16:00:00,0.00010656,0.00010927,0.00010630,0.00010645,45857.00000000,354,58.0,0.0
2018-04-09 17:00:00,0.00010667,0.00010720,0.00010594,0.00010700,4353.00000000,42,54.0,0.0
2018-04-09 18:00:00,0.00010700,0.00010843,0.00010563,0.00010843,27620.00000000,137,59.0,0.0
2018-04-09 19:00:00,0.00010843,0.00010844,0.00010650,0.00010692,11669.00000000,136,50.0,0.0
2018-04-09 20:00:00,0.00010690,0.00010800,0.00010650,0.00010654,6886.00000000,66,60.0,0.0
2018-04-09 21:00:00,0.00010654,0.00010699,0.00010616,0.00010633,3140.00000000,33,71.0,0.0
2018-04-09 22:00:00,0.00010634,0.00010700,0.00010634,0.00010700,1758.00000000,24,72.0,0.0
2018-04-09 23:00:00,0.00010700,0.00010896,0.00010637,0.00010700,15287.00000000,111,83.0,0.0
2018-04-10 00:00:00,0.00010700,0.00011096,0.00010665,0.00011061,76178.00000000,457,41.0,0.0
2018-04-10 01:00:00,0.00011042,0.00011224,0.00010949,0.00011071,36315.00000000,253,77.0,0.0
2018-04-10 02:00:00,0.00010995,0.00011069,0.00010967,0.00011068,5903.00000000,29,56.0,0.0
2018-04-10 03:00:00,0.00011058,0.00011174,0.00010958,0.00010988,9695.00000000,90,51.0,0.0
2018-04-10 04:00:00,0.00010969,0.00011250,0.00010969,0.00011087,29268.00000000,214,37.0,0.0
2018-04-10 05:00:00,0.00011149,0.00011199,0.00010930,0.00010984,14115.00000000,128,62.0,0.0
2018-04-10 06:00:00,0.00010970,0.00011036,0.00010843,0.00010915,23240.00000000,140,80.0,0.0
2018-04-10 07:00:00,0.00010918,0.00010988,0.00010867,0.00010935,6052.00000000,51,52.0,0.0
2018-04-10 08:00:00,0.00010993,0.00011086,0.00010903,0.00010912,12914.00000000,93,72.0,0.0
2018-04-10 09:00:00,0.00010912,0.00010973,0.00010860,0.00010972,11685.00000000,86,50.0,0.0
2018-04-10 10:00:00,0.00010972,0.00010972,0.00010865,0.00010948,4803.00000000,61,61.0,0.0
2018-04-10 11:00:00,0.00010949,0.00011000,0.00010890,0.00010998,9786.00000000,59,50.0,0.0
2018-04-10 12:00:00,0.00010964,0.00011028,0.00010797,0.00010985,36368.00000000,126,44.0,0.0
2018-04-10 13:00:00,0.00010985,0.00010986,0.00010840,0.00010953,21820.00000000,125,68.0,0.0
2018-04-10 14:00:00,0.00010953,0.00011150,0.00010953,0.00011049,16417.00000000,185,52.0,0.0
2018-04-10 15:00:00,0.00011050,0.00011070,0.00010966,0.00011070,8187.00000000,79,57.0,0.0
2018-04-10 16:00:00,0.00011043,0.00011087,0.00010945,0.00010973,10217.00000000,99,37.0,0.35000000000000003
2018-04-10 17:00:00,0.00010973,0.00011022,0.00010926,0.00011016,6259.00000000,49,55.0,0.0
2018-04-10 18:00:00,0.00011001,0.00011150,0.00011000,0.00011091,15412.00000000,110,57.0,0.1769230769230769
2018-04-10 19:00:00,0.00011090,0.00011090,0.00010865,0.00011001,20836.00000000,158,66.0,0.0
2018-04-10 20:00:00,0.00011001,0.00011023,0.00010886,0.00010983,9369.00000000,64,71.0,0.0
2018-04-10 21:00:00,0.00010997,0.00011124,0.00010948,0.00011091,35578.00000000,162,75.0,0.0
2018-04-10 22:00:00,0.00011091,0.00011231,0.00010891,0.00011028,21283.00000000,147,49.0,0.0
2018-04-10 23:00:00,0.00011028,0.00011028,0.00010902,0.00010907,10431.00000000,70,77.0,0.0
2018-04-11 00:00:00,0.00010907,0.00010957,0.00010880,0.00010880,15033.00000000,95,58.0,0.0
2018-04-11 01:00:00,0.00010956,0.00011009,0.00010909,0.00010985,5425.00000000,42,33.0,0.0
2018-04-11 02:00:00,0.00010939,0.00010974,0.00010931,0.00010940,7647.00000000,58,41.0,0.0
2018-04-11 03:00:00,0.00010941,0.00010998,0.00010931,0.00010933,4502.00000000,44,29.0,0.0
2018-04-11 04:00:00,0.00010931,0.00010982,0.00010871,0.00010949,9705.00000000,49,55.0,0.5
2018-04-11 05:00:00,0.00010939,0.00011058,0.00010877,0.00011000,19225.00000000,109,61.0,0.0
2018-04-11 06:00:00,0.00011055,0.00011250,0.00011055,0.00011220,53099.00000000,359,58.0,0.0
2018-04-11 07:00:00,0.00011220,0.00011230,0.00011110,0.00011201,21293.00000000,165,63.0,0.0
2018-04-11 08:00:00,0.00011201,0.00011230,0.00011110,0.00011187,16797.00000000,64,85.0,0.0
2018-04-11 09:00:00,0.00011178,0.00011188,0.00011101,0.00011133,19647.00000000,122,62.0,0.0
2018-04-11 10:00:00,0.00011133,0.00011147,0.00010941,0.00011052,28228.00000000,188,67.0,0.0
2018-04-11 11:00:00,0.00011120,0.00011150,0.00011024,0.00011136,12266.00000000,121,59.0,0.0
2018-04-11 12:00:00,0.00011135,0.00011150,0.00011051,0.00011150,11109.00000000,86,48.0,0.0
2018-04-11 13:00:00,0.00011150,0.00011204,0.00011080,0.00011136,12418.00000000,101,50.0,0.0
2018-04-11 14:00:00,0.00011151,0.00011170,0.00010928,0.00011147,45340.00000000,194,53.0,0.0
