date,open,high,low,close,volume,number of trades,Bluzelle BLZ,sentiment
2018-04-01 18:00:00,0.00004249,0.00004258,0.00004219,0.00004242,13176.00000000,67,0.0,0.0
2018-04-01 19:00:00,0.00004224,0.00004262,0.00004214,0.00004260,32985.00000000,74,0.0,0.0
2018-04-01 20:00:00,0.00004241,0.00004268,0.00004191,0.00004191,120977.00000000,77,0.0,0.0
2018-04-01 21:00:00,0.00004192,0.00004269,0.00004190,0.00004234,35252.00000000,65,0.0,0.0
2018-04-01 22:00:00,0.00004215,0.00004227,0.00004175,0.00004216,55800.00000000,73,0.0,0.0
2018-04-01 23:00:00,0.00004216,0.00004241,0.00004196,0.00004209,40831.00000000,79,0.0,0.0
2018-04-02 00:00:00,0.00004209,0.00004239,0.00004195,0.00004196,57568.00000000,46,0.0,0.0
2018-04-02 01:00:00,0.00004196,0.00004217,0.00004196,0.00004197,12671.00000000,25,52.0,0.0
2018-04-02 02:00:00,0.00004197,0.00004227,0.00004194,0.00004194,12803.00000000,31,0.0,0.0
2018-04-02 03:00:00,0.00004194,0.00004235,0.00004191,0.00004191,19336.00000000,46,0.0,0.0
2018-04-02 04:00:00,0.00004191,0.00004238,0.00004190,0.00004238,26223.00000000,54,0.0,0.0
2018-04-02 05:00:00,0.00004237,0.00004238,0.00004189,0.00004200,43368.00000000,77,56.0,0.0
2018-04-02 06:00:00,0.00004200,0.00004200,0.00004177,0.00004191,35364.00000000,55,0.0,0.0
2018-04-02 07:00:00,0.00004195,0.00004210,0.00004160,0.00004160,129407.00000000,150,91.0,0.1875
2018-04-02 08:00:00,0.00004157,0.00004172,0.00004140,0.00004160,105138.00000000,157,0.0,0.0
2018-04-02 09:00:00,0.00004160,0.00004196,0.00004103,0.00004172,174886.00000000,329,0.0,0.0
2018-04-02 10:00:00,0.00004172,0.00004192,0.00004125,0.00004192,32008.00000000,66,0.0,0.0
2018-04-02 11:00:00,0.00004188,0.00004250,0.00004170,0.00004190,64891.00000000,184,0.0,-0.15555555555555559
2018-04-02 12:00:00,0.00004188,0.00004202,0.00004133,0.00004154,80435.00000000,154,0.0,0.0
2018-04-02 13:00:00,0.00004152,0.00004191,0.00004130,0.00004150,61012.00000000,128,0.0,0.0
2018-04-02 14:00:00,0.00004167,0.00004177,0.00004124,0.00004142,53381.00000000,107,0.0,0.0
2018-04-02 15:00:00,0.00004137,0.00004156,0.00004125,0.00004152,32866.00000000,92,0.0,0.0
2018-04-02 16:00:00,0.00004132,0.00004169,0.00004103,0.00004169,90336.00000000,164,0.0,0.0
2018-04-02 17:00:00,0.00004169,0.00004169,0.00004100,0.00004101,126136.00000000,187,29.0,0.0
2018-04-02 18:00:00,0.00004114,0.00004324,0.00004100,0.00004236,343611.00000000,670,0.0,0.0
2018-04-02 19:00:00,0.00004236,0.00004276,0.00004181,0.00004183,132087.00000000,231,0.0,0.0
2018-04-02 20:00:00,0.00004191,0.00004226,0.00004160,0.00004177,95054.00000000,104,0.0,0.0
2018-04-02 21:00:00,0.00004189,0.00004201,0.00004146,0.00004188,72333.00000000,113,0.0,0.0
2018-04-02 22:00:00,0.00004188,0.00004200,0.00004150,0.00004150,17696.00000000,74,0.0,0.0
2018-04-02 23:00:00,0.00004150,0.00004157,0.00004113,0.00004149,29017.00000000,51,0.0,0.0
2018-04-03 00:00:00,0.00004147,0.00004149,0.00004121,0.00004142,8330.00000000,31,0.0,0.0
2018-04-03 01:00:00,0.00004123,0.00004142,0.00004101,0.00004108,76883.00000000,82,0.0,0.0
2018-04-03 02:00:00,0.00004107,0.00004117,0.00004099,0.00004099,40382.00000000,65,0.0,0.0
2018-04-03 03:00:00,0.00004100,0.00004116,0.00004069,0.00004085,172969.00000000,252,0.0,0.0
2018-04-03 04:00:00,0.00004076,0.00004132,0.00004067,0.00004114,178214.00000000,236,0.0,0.0
2018-04-03 05:00:00,0.00004114,0.00004149,0.00004068,0.00004131,129115.00000000,179,0.0,0.0
2018-04-03 06:00:00,0.00004131,0.00004156,0.00004106,0.00004140,65434.00000000,133,0.0,0.0
2018-04-03 07:00:00,0.00004140,0.00004175,0.00004130,0.00004150,129477.00000000,180,0.0,0.0
2018-04-03 08:00:00,0.00004143,0.00004200,0.00004141,0.00004171,49403.00000000,147,0.0,0.0
2018-04-03 09:00:00,0.00004170,0.00004181,0.00004113,0.00004147,149979.00000000,197,0.0,0.0
2018-04-03 10:00:00,0.00004124,0.00004149,0.00004122,0.00004136,88607.00000000,115,0.0,0.0
2018-04-03 11:00:00,0.00004133,0.00004310,0.00004130,0.00004241,602108.00000000,984,0.0,0.0
2018-04-03 12:00:00,0.00004241,0.00004316,0.00004231,0.00004288,150558.00000000,283,0.0,0.0
2018-04-03 13:00:00,0.00004290,0.00004331,0.00004235,0.00004294,258974.00000000,419,28.0,0.0
2018-04-03 14:00:00,0.00004294,0.00004310,0.00004211,0.00004254,100241.00000000,265,27.0,0.0
2018-04-03 15:00:00,0.00004254,0.00004254,0.00004160,0.00004180,125292.00000000,278,27.0,0.0
2018-04-03 16:00:00,0.00004168,0.00004286,0.00004156,0.00004257,160872.00000000,290,0.0,0.0
2018-04-03 17:00:00,0.00004260,0.00004355,0.00004249,0.00004274,236217.00000000,465,0.0,0.0
2018-04-03 18:00:00,0.00004273,0.00004286,0.00004125,0.00004168,254992.00000000,589,0.0,0.0
2018-04-03 19:00:00,0.00004170,0.00004225,0.00004140,0.00004210,96403.00000000,265,0.0,0.0
2018-04-03 20:00:00,0.00004211,0.00004300,0.00004200,0.00004263,161665.00000000,241,0.0,0.0
2018-04-03 21:00:00,0.00004252,0.00004263,0.00004220,0.00004237,46201.00000000,133,0.0,0.0
2018-04-03 22:00:00,0.00004237,0.00004249,0.00004220,0.00004247,35657.00000000,85,0.0,0.0
2018-04-03 23:00:00,0.00004247,0.00004251,0.00004211,0.00004222,78249.00000000,138,0.0,0.0
2018-04-04 00:00:00,0.00004222,0.00004236,0.00004206,0.00004230,74479.00000000,142,0.0,0.0
2018-04-04 01:00:00,0.00004230,0.00004230,0.00004100,0.00004147,273930.00000000,481,0.0,0.0
2018-04-04 02:00:00,0.00004135,0.00004197,0.00004100,0.00004146,57987.00000000,241,49.0,0.2708333333333333
2018-04-04 03:00:00,0.00004150,0.00004167,0.00004077,0.00004115,131411.00000000,276,52.0,0.0
2018-04-04 04:00:00,0.00004105,0.00004105,0.00004077,0.00004093,57183.00000000,150,0.0,0.0
2018-04-04 05:00:00,0.00004091,0.00004112,0.00004078,0.00004094,55815.00000000,114,0.0,0.0
2018-04-04 06:00:00,0.00004103,0.00004111,0.00004085,0.00004090,31482.00000000,65,0.0,0.0
2018-04-04 07:00:00,0.00004100,0.00004126,0.00004063,0.00004102,56469.00000000,105,0.0,0.0
2018-04-04 08:00:00,0.00004093,0.00004111,0.00004068,0.00004106,46178.00000000,115,0.0,0.0
2018-04-04 09:00:00,0.00004106,0.00004130,0.00004063,0.00004068,132376.00000000,160,0.0,0.0
2018-04-04 10:00:00,0.00004068,0.00004105,0.00003991,0.00004038,283605.00000000,396,0.0,0.0
2018-04-04 11:00:00,0.00004025,0.00004055,0.00003939,0.00003952,135774.00000000,327,33.0,0.0
2018-04-04 12:00:00,0.00003952,0.00004017,0.00003939,0.00003987,218931.00000000,313,0.0,0.0
2018-04-04 13:00:00,0.00003987,0.00004035,0.00003957,0.00004009,118960.00000000,244,28.0,0.0
2018-04-04 14:00:00,0.00004019,0.00004030,0.00003930,0.00003965,124239.00000000,224,0.0,0.0
2018-04-04 15:00:00,0.00003978,0.00004033,0.00003966,0.00004019,69400.00000000,163,0.0,0.0
2018-04-04 16:00:00,0.00004019,0.00004059,0.00003992,0.00004059,55348.00000000,100,0.0,-0.75
2018-04-04 17:00:00,0.00004061,0.00004099,0.00004000,0.00004005,136814.00000000,235,0.0,0.0
2018-04-04 18:00:00,0.00004020,0.00004020,0.00003992,0.00003995,120540.00000000,194,0.0,0.0
2018-04-04 19:00:00,0.00003992,0.00004021,0.00003988,0.00003991,123199.00000000,177,0.0,0.0
2018-04-04 20:00:00,0.00003992,0.00004020,0.00003981,0.00003992,48853.00000000,100,0.0,0.25
2018-04-04 21:00:00,0.00003990,0.00004001,0.00003941,0.00004001,122672.00000000,157,0.0,0.0
2018-04-04 22:00:00,0.00004004,0.00004024,0.00004002,0.00004021,20673.00000000,52,0.0,0.0
2018-04-04 23:00:00,0.00004020,0.00004025,0.00004000,0.00004022,28507.00000000,62,0.0,0.0
2018-04-05 00:00:00,0.00004005,0.00004012,0.00003959,0.00004003,122490.00000000,143,0.0,0.0
2018-04-05 01:00:00,0.00004004,0.00004062,0.00003989,0.00004002,141661.00000000,122,0.0,0.0
2018-04-05 02:00:00,0.00003998,0.00004026,0.00003985,0.00004022,12536.00000000,35,0.0,0.0
2018-04-05 03:00:00,0.00004024,0.00004051,0.00004002,0.00004035,74829.00000000,91,0.0,0.0
2018-04-05 04:00:00,0.00004031,0.00004042,0.00004021,0.00004042,39602.00000000,93,0.0,0.0
2018-04-05 05:00:00,0.00004041,0.00004050,0.00004011,0.00004018,63902.00000000,103,0.0,0.0
2018-04-05 06:00:00,0.00004018,0.00004056,0.00004001,0.00004050,54092.00000000,92,0.0,0.0
2018-04-05 07:00:00,0.00004050,0.00004076,0.00003980,0.00004017,63245.00000000,121,0.0,0.0
2018-04-05 08:00:00,0.00004017,0.00004052,0.00004004,0.00004024,36460.00000000,82,0.0,0.0
2018-04-05 09:00:00,0.00004024,0.00004074,0.00004024,0.00004068,51977.00000000,90,0.0,0.0
2018-04-05 10:00:00,0.00004047,0.00004083,0.00004040,0.00004066,56794.00000000,92,0.0,0.0
2018-04-05 11:00:00,0.00004066,0.00004083,0.00004038,0.00004062,48071.00000000,86,0.0,0.0
2018-04-05 12:00:00,0.00004048,0.00004060,0.00004011,0.00004031,89544.00000000,107,0.0,0.0
2018-04-05 13:00:00,0.00004041,0.00004041,0.00003993,0.00004010,68017.00000000,117,0.0,0.0
2018-04-05 14:00:00,0.00004010,0.00004018,0.00003931,0.00003994,217507.00000000,220,0.0,0.0
2018-04-05 15:00:00,0.00003998,0.00004006,0.00003920,0.00003989,97434.00000000,227,28.0,0.0
2018-04-05 16:00:00,0.00003990,0.00004002,0.00003920,0.00003951,184104.00000000,321,0.0,0.0
2018-04-05 17:00:00,0.00003951,0.00003970,0.00003892,0.00003917,91554.00000000,230,30.0,0.0
2018-04-05 18:00:00,0.00003918,0.00003962,0.00003911,0.00003962,28856.00000000,115,0.0,0.0
2018-04-05 19:00:00,0.00003962,0.00003966,0.00003880,0.00003931,197569.00000000,302,0.0,0.0
2018-04-05 20:00:00,0.00003931,0.00003931,0.00003885,0.00003915,27252.00000000,293,0.0,0.0
2018-04-05 21:00:00,0.00003911,0.00003923,0.00003825,0.00003895,131121.00000000,323,0.0,0.0
2018-04-05 22:00:00,0.00003881,0.00003915,0.00003849,0.00003889,56815.00000000,134,0.0,0.0
2018-04-05 23:00:00,0.00003889,0.00003920,0.00003842,0.00003883,53239.00000000,118,0.0,0.0
2018-04-06 00:00:00,0.00003883,0.00003920,0.00003867,0.00003880,143912.00000000,205,0.0,0.0
2018-04-06 01:00:00,0.00003918,0.00003920,0.00003889,0.00003917,23354.00000000,52,0.0,0.0
2018-04-06 02:00:00,0.00003913,0.00003924,0.00003901,0.00003911,20984.00000000,55,0.0,0.0
2018-04-06 03:00:00,0.00003922,0.00003952,0.00003912,0.00003922,127689.00000000,128,0.0,0.0
2018-04-06 04:00:00,0.00003917,0.00003923,0.00003878,0.00003905,32678.00000000,100,54.0,0.0
2018-04-06 05:00:00,0.00003892,0.00003925,0.00003885,0.00003914,37124.00000000,79,0.0,0.0
2018-04-06 06:00:00,0.00003915,0.00003955,0.00003910,0.00003932,103822.00000000,144,0.0,0.0
2018-04-06 07:00:00,0.00003947,0.00003960,0.00003914,0.00003939,44172.00000000,98,0.0,0.0
2018-04-06 08:00:00,0.00003927,0.00003967,0.00003869,0.00003886,138249.00000000,309,0.0,0.0
2018-04-06 09:00:00,0.00003886,0.00003892,0.00003867,0.00003890,171957.00000000,209,0.0,0.0
2018-04-06 10:00:00,0.00003890,0.00003960,0.00003867,0.00003906,77928.00000000,181,0.0,0.0
2018-04-06 11:00:00,0.00003909,0.00003929,0.00003898,0.00003899,19432.00000000,85,0.0,0.0
2018-04-06 12:00:00,0.00003909,0.00003930,0.00003859,0.00003901,34630.00000000,78,0.0,0.0
2018-04-06 13:00:00,0.00003907,0.00003922,0.00003867,0.00003881,40785.00000000,130,0.0,0.0
2018-04-06 14:00:00,0.00003888,0.00003909,0.00003829,0.00003870,68590.00000000,109,0.0,0.0
2018-04-06 15:00:00,0.00003869,0.00003923,0.00003868,0.00003878,31649.00000000,59,0.0,0.0
2018-04-06 16:00:00,0.00003878,0.00003902,0.00003870,0.00003870,27200.00000000,95,30.0,0.0
2018-04-06 17:00:00,0.00003870,0.00003908,0.00003863,0.00003895,47669.00000000,58,0.0,0.0
2018-04-06 18:00:00,0.00003903,0.00003910,0.00003864,0.00003870,60613.00000000,81,0.0,0.0
2018-04-06 19:00:00,0.00003882,0.00003900,0.00003866,0.00003900,16121.00000000,39,0.0,0.0
2018-04-06 20:00:00,0.00003900,0.00003900,0.00003867,0.00003882,38236.00000000,25,0.0,0.0
2018-04-06 21:00:00,0.00003878,0.00003899,0.00003868,0.00003899,23116.00000000,39,0.0,0.0
2018-04-06 22:00:00,0.00003899,0.00003899,0.00003885,0.00003899,2504.00000000,14,0.0,0.0
2018-04-06 23:00:00,0.00003887,0.00003905,0.00003885,0.00003887,13992.00000000,26,0.0,0.0
2018-04-07 00:00:00,0.00003887,0.00003904,0.00003871,0.00003871,38845.00000000,68,0.0,0.0
2018-04-07 01:00:00,0.00003878,0.00003897,0.00003870,0.00003893,13581.00000000,37,0.0,0.0
2018-04-07 02:00:00,0.00003872,0.00003882,0.00003840,0.00003850,17608.00000000,53,55.0,0.0
2018-04-07 03:00:00,0.00003850,0.00003891,0.00003839,0.00003873,23367.00000000,41,0.0,0.5
2018-04-07 04:00:00,0.00003867,0.00004005,0.00003867,0.00004001,85268.00000000,209,0.0,0.0
2018-04-07 05:00:00,0.00004001,0.00004067,0.00003990,0.00004046,191752.00000000,390,0.0,0.0
2018-04-07 06:00:00,0.00004064,0.00004079,0.00003996,0.00004012,80464.00000000,141,0.0,0.0
2018-04-07 07:00:00,0.00004012,0.00004072,0.00003981,0.00004001,52333.00000000,113,0.0,0.0
2018-04-07 08:00:00,0.00004001,0.00004031,0.00003973,0.00004016,21799.00000000,92,0.0,0.0
2018-04-07 09:00:00,0.00004016,0.00004143,0.00004004,0.00004075,423456.00000000,480,0.0,0.0
2018-04-07 10:00:00,0.00004075,0.00004100,0.00004014,0.00004037,142636.00000000,203,0.0,0.0
2018-04-07 11:00:00,0.00004035,0.00004117,0.00004035,0.00004082,67081.00000000,132,40.0,0.0
2018-04-07 12:00:00,0.00004099,0.00004140,0.00003994,0.00004068,185620.00000000,329,0.0,0.0
2018-04-07 13:00:00,0.00004064,0.00004069,0.00003997,0.00004027,113985.00000000,237,0.0,0.0
2018-04-07 14:00:00,0.00004023,0.00004072,0.00004001,0.00004055,69864.00000000,88,0.0,0.0
2018-04-07 15:00:00,0.00004072,0.00004094,0.00004046,0.00004089,29296.00000000,123,0.0,0.0
2018-04-07 16:00:00,0.00004089,0.00004470,0.00004071,0.00004284,1738022.00000000,2664,32.0,0.0
2018-04-07 17:00:00,0.00004286,0.00004330,0.00004172,0.00004180,370090.00000000,482,0.0,0.0
2018-04-07 18:00:00,0.00004181,0.00004250,0.00004151,0.00004191,85226.00000000,188,0.0,0.0
2018-04-07 19:00:00,0.00004164,0.00004207,0.00004145,0.00004169,60254.00000000,136,0.0,0.0
2018-04-07 20:00:00,0.00004169,0.00004358,0.00004154,0.00004217,589745.00000000,775,0.0,0.0
2018-04-07 21:00:00,0.00004213,0.00004300,0.00004161,0.00004300,121883.00000000,236,0.0,0.0
2018-04-07 22:00:00,0.00004300,0.00004350,0.00004181,0.00004224,235255.00000000,615,0.0,0.0
2018-04-07 23:00:00,0.00004219,0.00004388,0.00004203,0.00004249,149613.00000000,264,0.0,0.0
2018-04-08 00:00:00,0.00004249,0.00004383,0.00004225,0.00004321,186453.00000000,429,54.0,0.0
2018-04-08 00:00:00,0.00004249,0.00004383,0.00004225,0.00004321,186453.00000000,429,38.0,0.0
2018-04-08 01:00:00,0.00004320,0.00004398,0.00004308,0.00004369,234574.00000000,485,0.0,0.0
2018-04-08 02:00:00,0.00004380,0.00004392,0.00004339,0.00004340,47623.00000000,165,0.0,0.0
2018-04-08 03:00:00,0.00004340,0.00004356,0.00004312,0.00004341,95869.00000000,167,0.0,0.0
2018-04-08 04:00:00,0.00004341,0.00004361,0.00004313,0.00004350,94137.00000000,171,41.0,0.0
2018-04-08 05:00:00,0.00004350,0.00004401,0.00004350,0.00004351,234890.00000000,234,0.0,0.0
2018-04-08 06:00:00,0.00004357,0.00004384,0.00004289,0.00004299,142684.00000000,275,0.0,0.0
2018-04-08 07:00:00,0.00004299,0.00004340,0.00004259,0.00004282,118735.00000000,215,0.0,0.0
2018-04-08 08:00:00,0.00004281,0.00004330,0.00004256,0.00004281,72040.00000000,193,0.0,0.0
2018-04-08 09:00:00,0.00004266,0.00004439,0.00004202,0.00004343,534508.00000000,1034,0.0,0.0
2018-04-08 10:00:00,0.00004339,0.00004423,0.00004310,0.00004351,101535.00000000,274,0.0,0.0
2018-04-08 11:00:00,0.00004337,0.00004350,0.00004315,0.00004315,71863.00000000,110,29.0,0.0
2018-04-08 12:00:00,0.00004315,0.00004468,0.00004313,0.00004369,280381.00000000,469,0.0,0.0
2018-04-08 13:00:00,0.00004369,0.00004460,0.00004265,0.00004321,256293.00000000,684,0.0,0.0
2018-04-08 14:00:00,0.00004321,0.00004340,0.00004273,0.00004326,61317.00000000,191,0.0,0.0
2018-04-08 15:00:00,0.00004326,0.00004364,0.00004311,0.00004338,102861.00000000,214,0.0,0.0
2018-04-08 16:00:00,0.00004333,0.00004350,0.00004214,0.00004242,250714.00000000,775,22.0,0.0
2018-04-08 17:00:00,0.00004241,0.00004266,0.00004203,0.00004234,96764.00000000,215,0.0,0.0
2018-04-08 18:00:00,0.00004236,0.00004257,0.00004190,0.00004220,213108.00000000,377,0.0,0.0
2018-04-08 19:00:00,0.00004215,0.00004251,0.00004197,0.00004238,32949.00000000,100,0.0,0.0
2018-04-08 20:00:00,0.00004238,0.00004238,0.00004183,0.00004200,75880.00000000,162,0.0,0.0
2018-04-08 21:00:00,0.00004200,0.00004225,0.00004181,0.00004203,70187.00000000,117,0.0,0.0
2018-04-08 22:00:00,0.00004199,0.00004220,0.00004180,0.00004201,23401.00000000,80,0.0,0.0
2018-04-08 23:00:00,0.00004212,0.00004223,0.00004203,0.00004223,18142.00000000,41,0.0,0.0
2018-04-09 00:00:00,0.00004227,0.00004262,0.00004203,0.00004250,65665.00000000,171,36.0,0.0
2018-04-09 01:00:00,0.00004254,0.00004290,0.00004250,0.00004257,67743.00000000,136,35.0,0.0
2018-04-09 02:00:00,0.00004257,0.00004283,0.00004200,0.00004202,125412.00000000,297,0.0,0.0
2018-04-09 03:00:00,0.00004221,0.00004275,0.00004155,0.00004248,199281.00000000,424,0.0,0.0
2018-04-09 04:00:00,0.00004230,0.00004265,0.00004223,0.00004227,35526.00000000,66,0.0,0.0
2018-04-09 05:00:00,0.00004231,0.00004264,0.00004227,0.00004242,66315.00000000,91,35.0,0.0
2018-04-09 06:00:00,0.00004241,0.00004264,0.00004184,0.00004244,46540.00000000,152,0.0,0.0
2018-04-09 07:00:00,0.00004240,0.00004277,0.00004226,0.00004246,79364.00000000,193,0.0,0.0
2018-04-09 08:00:00,0.00004229,0.00004297,0.00004224,0.00004268,177420.00000000,201,0.0,0.0
2018-04-09 09:00:00,0.00004268,0.00004300,0.00004250,0.00004279,39382.00000000,166,0.0,0.0
2018-04-09 10:00:00,0.00004279,0.00004311,0.00004213,0.00004225,288929.00000000,350,0.0,0.0
2018-04-09 11:00:00,0.00004226,0.00004251,0.00004180,0.00004182,80091.00000000,213,0.0,0.4666666666666666
2018-04-09 12:00:00,0.00004192,0.00004214,0.00004178,0.00004180,36283.00000000,105,0.0,0.0
2018-04-09 13:00:00,0.00004180,0.00004194,0.00004162,0.00004175,79196.00000000,96,0.0,0.0
2018-04-09 14:00:00,0.00004163,0.00004233,0.00004162,0.00004199,72074.00000000,131,0.0,0.0
2018-04-09 15:00:00,0.00004201,0.00004346,0.00004164,0.00004294,146298.00000000,291,0.0,0.0
2018-04-09 16:00:00,0.00004294,0.00004450,0.00004280,0.00004330,443043.00000000,705,0.0,0.0
2018-04-09 17:00:00,0.00004316,0.00004410,0.00004310,0.00004399,64747.00000000,181,0.0,0.0
2018-04-09 18:00:00,0.00004410,0.00004468,0.00004378,0.00004468,163289.00000000,308,20.0,0.0
2018-04-09 19:00:00,0.00004442,0.00004540,0.00004400,0.00004519,459771.00000000,750,0.0,0.0
2018-04-09 20:00:00,0.00004513,0.00004513,0.00004409,0.00004469,87494.00000000,171,0.0,0.0
2018-04-09 21:00:00,0.00004453,0.00004453,0.00004383,0.00004396,69440.00000000,193,0.0,0.0
2018-04-09 22:00:00,0.00004395,0.00004515,0.00004395,0.00004439,56327.00000000,179,0.0,0.0
2018-04-09 23:00:00,0.00004459,0.00004459,0.00004409,0.00004413,26592.00000000,62,0.0,0.0
2018-04-10 00:00:00,0.00004413,0.00004417,0.00004396,0.00004406,11668.00000000,41,0.0,0.0
2018-04-10 01:00:00,0.00004414,0.00004417,0.00004380,0.00004384,51735.00000000,89,0.0,0.0
2018-04-10 02:00:00,0.00004386,0.00004422,0.00004370,0.00004422,159905.00000000,169,0.0,0.0
2018-04-10 03:00:00,0.00004422,0.00004469,0.00004410,0.00004437,114062.00000000,282,0.0,0.0
2018-04-10 04:00:00,0.00004454,0.00004479,0.00004426,0.00004479,48322.00000000,110,0.0,0.0
2018-04-10 05:00:00,0.00004479,0.00004556,0.00004384,0.00004555,283729.00000000,855,0.0,0.0
2018-04-10 06:00:00,0.00004556,0.00004579,0.00004448,0.00004484,108970.00000000,314,0.0,0.0
2018-04-10 07:00:00,0.00004485,0.00004485,0.00004406,0.00004406,101955.00000000,260,0.0,0.0
2018-04-10 08:00:00,0.00004406,0.00004416,0.00004341,0.00004387,118265.00000000,315,0.0,0.0
2018-04-10 09:00:00,0.00004397,0.00004451,0.00004391,0.00004451,38846.00000000,146,0.0,0.0
2018-04-10 10:00:00,0.00004446,0.00004466,0.00004432,0.00004454,66941.00000000,114,0.0,0.0
2018-04-10 11:00:00,0.00004454,0.00004512,0.00004453,0.00004500,99806.00000000,149,0.0,0.0
2018-04-10 12:00:00,0.00004502,0.00004721,0.00004469,0.00004718,543827.00000000,830,0.0,0.0
2018-04-10 13:00:00,0.00004718,0.00004870,0.00004672,0.00004806,1953952.00000000,2704,39.0,0.0
2018-04-10 14:00:00,0.00004808,0.00004861,0.00004700,0.00004771,542217.00000000,877,56.0,0.0
2018-04-10 15:00:00,0.00004760,0.00004869,0.00004725,0.00004855,353117.00000000,460,0.0,0.0
2018-04-10 16:00:00,0.00004863,0.00005376,0.00004855,0.00005248,2227146.00000000,4366,58.0,0.0
2018-04-10 17:00:00,0.00005272,0.00005272,0.00005000,0.00005160,1318368.00000000,2450,0.0,0.0
2018-04-10 18:00:00,0.00005159,0.00005186,0.00005001,0.00005001,707744.00000000,1372,40.0,0.0
2018-04-10 19:00:00,0.00005001,0.00005059,0.00004900,0.00004980,645638.00000000,1342,0.0,0.0
2018-04-10 20:00:00,0.00004980,0.00005028,0.00004900,0.00004909,223255.00000000,501,46.0,0.0
2018-04-10 21:00:00,0.00004931,0.00005081,0.00004904,0.00005004,206225.00000000,619,28.0,0.0
2018-04-10 22:00:00,0.00005010,0.00005066,0.00004930,0.00004980,235814.00000000,568,32.0,0.0
2018-04-10 23:00:00,0.00004970,0.00005320,0.00004936,0.00005138,664227.00000000,1303,0.0,0.0
2018-04-11 00:00:00,0.00005139,0.00005683,0.00005133,0.00005472,1302841.00000000,2998,0.0,0.0
2018-04-11 01:00:00,0.00005472,0.00005725,0.00005400,0.00005408,1295945.00000000,2192,100.0,0.0
2018-04-11 02:00:00,0.00005423,0.00005709,0.00005356,0.00005520,792593.00000000,1857,69.0,0.0
2018-04-11 03:00:00,0.00005522,0.00005581,0.00005379,0.00005399,531275.00000000,1224,0.0,0.0
2018-04-11 04:00:00,0.00005393,0.00005417,0.00005290,0.00005323,282554.00000000,882,0.0,0.0
2018-04-11 05:00:00,0.00005325,0.00005440,0.00005318,0.00005438,461581.00000000,949,34.0,0.0
2018-04-11 06:00:00,0.00005421,0.00005437,0.00005220,0.00005263,665521.00000000,1442,31.0,0.0
2018-04-11 07:00:00,0.00005254,0.00005300,0.00005196,0.00005215,274465.00000000,623,57.0,0.0
2018-04-11 08:00:00,0.00005215,0.00005343,0.00005207,0.00005310,496541.00000000,976,0.0,0.0
2018-04-11 09:00:00,0.00005313,0.00005365,0.00005268,0.00005322,239752.00000000,494,0.0,0.0
2018-04-11 10:00:00,0.00005315,0.00005320,0.00005196,0.00005256,255348.00000000,637,0.0,0.0
2018-04-11 11:00:00,0.00005254,0.00005290,0.00005199,0.00005283,264225.00000000,390,15.0,0.0
2018-04-11 12:00:00,0.00005283,0.00005366,0.00005226,0.00005366,189919.00000000,407,0.0,0.0
2018-04-11 13:00:00,0.00005351,0.00005371,0.00005163,0.00005217,486343.00000000,1142,0.0,0.0
2018-04-11 14:00:00,0.00005218,0.00005239,0.00005104,0.00005140,310913.00000000,691,0.0,-0.05
2018-04-11 15:00:00,0.00005133,0.00005184,0.00005100,0.00005155,292677.00000000,605,0.0,0.0
